regionID	constellationID	solarSystemID	solarSystemName	x	y	z	xMin	xMax	yMin	yMax	zMin	zMax	luminosity	border	fringe	corridor	hub	international	regional	constellation	security	factionID	radius	sunTypeID	securityClass
10000001	20000002	30000013	Onsooh	-8.1778742628362E+16	6.02526936619569E+16	-8.66354266261767E+16	-8.1778794870618E+16	-8.17751516496028E+16	6.02525360299999E+16	6.02526959634833E+16	8.66291073672426E+16	8.66360443385689E+16	0.9844	0	0	0	1	0	0	0	0.442816632886763	NULL	3468485663152	6	B2
10000001	20000002	30000014	Shamahi	-7.77507097384211E+16	7.17225334351103E+16	-8.79220108900039E+16	-7.77523753135062E+16	-7.77482205959169E+16	7.17225052549694E+16	7.17225752403304E+16	8.79194614163161E+16	8.79282376399524E+16	0.569	1	0	0	1	0	0	1	0.355242291075942	NULL	4388111818136	3797	B2
10000001	20000002	30000015	Sendaya	-7.50358854752398E+16	4.7720998612E+16	-9.51724082940452E+16	-7.50363029440888E+16	-7.5034909947497E+16	4.77209390426471E+16	4.77210241070192E+16	9.51698890072834E+16	9.51755592790529E+16	0.08104	1	0	0	1	0	0	1	0.293932972095294	NULL	2835135884784	3798	B2
10000001	20000002	30000016	Nazhgete	-8.36311552966969E+16	6.37237853971603E+16	-8.98137899485139E+16	-8.363155214216E+16	-8.36287902243783E+16	6.37237718711637E+16	6.37238648083419E+16	8.98136168926928E+16	8.9816445093532E+16	0.01396	0	1	0	0	0	0	0	0.391497055683935	NULL	1414100419584	3800	B2
10000001	20000003	30000017	Futzchag	-6.40985839685295E+16	4.12719734655652E+16	-1.01139230377519E+17	-6.41008834670618E+16	-6.40926175153369E+16	4.12716184321998E+16	4.127289932877E+16	1.01138522286681E+17	1.01143066585587E+17	0.7871	0	0	0	1	0	0	0	0.172228559767585	NULL	4132975862416	3801	B3
10000001	20000003	30000018	Kazna	-7.01424246912462E+16	3.84885821531904E+16	-9.67204101069244E+16	-7.0146352582011E+16	-7.01413403425532E+16	3.84884137272235E+16	3.84891922496843E+16	9.67172922947774E+16	9.6720853302116E+16	1.501	1	0	0	1	0	0	1	0.231262625040188	NULL	2506119728892	3799	B3
10000001	20000003	30000019	Podion	-5.87098578016163E+16	2.60445093863922E+16	-1.01528995159068E+17	-5.87103673819591E+16	-5.87093807567528E+16	2.60444170151287E+16	2.60445958612703E+16	1.01527134943693E+17	1.01532375865627E+17	0.07842	0	1	0	0	0	0	0	0.109704972598651	NULL	2620460967184	3798	B3
10000001	20000003	30000020	Lilmad	-7.28553803199239E+16	5.29099261144358E+16	-1.0816527393548E+17	-7.28581066760962E+16	-7.28475715903503E+16	5.29085242131097E+16	5.29104180670278E+16	1.0816442869067E+17	1.08170125189104E+17	1.172	0	1	0	0	0	0	0	0.1604491933025	NULL	5267542872992	3797	B3
10000001	20000003	30000021	Kuharah	-7.43798108537478E+16	3.25389695310869E+16	-1.00531188490154E+17	-7.4384595923122E+16	-7.43777228565049E+16	3.25386444114696E+16	3.25391112947723E+16	1.00529648275429E+17	1.00540345633738E+17	2.566	0	0	1	0	0	0	0	0.189705283105681	NULL	5348679154648	9	B3
10000001	20000003	30000022	Jayneleb	-6.08394279541966E+16	3.30317909502893E+16	-1.05458726104477E+17	-6.08465898783129E+16	-6.0834801964736E+16	3.30311481230226E+16	3.30322070635663E+16	1.0545477342107E+17	1.05462448629452E+17	0.1426	0	0	1	0	0	0	0	0.113839956995903	NULL	5893956788464	7	B3
10000001	20000004	30000023	Fovihi	-8.15533441122512E+16	5.04512574116074E+16	-5.11546338809836E+16	-8.15547193634909E+16	-8.15532236322035E+16	5.04511045402088E+16	5.04512708564711E+16	5.11500137929305E+16	5.11559523614288E+16	1.08	1	0	0	1	0	0	1	0.869394349221088	NULL	2969284249148	9	B
10000001	20000004	30000024	Kiereend	-7.74790809111428E+16	5.11341797154669E+16	-4.78852334824982E+16	-7.74797362824015E+16	-7.74788741012517E+16	5.11341471108805E+16	5.11342830021628E+16	4.78846048395632E+16	4.78875302008251E+16	0.01944	0	0	0	1	0	0	0	0.840834548322929	NULL	1462680630932	7	B
10000001	20000004	30000025	Rashy	-7.41810587708783E+16	5.09987901588997E+16	-4.42919303109199E+16	-7.41832737218312E+16	-7.41803757684944E+16	5.09985740813602E+16	5.0998856788276E+16	4.42873026614176E+16	4.42933925276868E+16	0.1276	0	0	0	1	0	0	0	0.803265994106465	NULL	3044933134604	7	B
10000001	20000004	30000026	Ordize	-6.6874602332344E+16	4.73055394392106E+16	-4.16044513798551E+16	-6.68794085871079E+16	-6.6872843811045E+16	4.73051742336246E+16	4.7305673060244E+16	4.16007082749425E+16	4.16101868732579E+16	0.2079	0	0	0	1	0	0	0	0.695564173138387	NULL	4739299157720	3798	B1
10000001	20000004	30000027	Psasa	-7.21838857853403E+16	4.29844098654126E+16	-4.50812039936184E+16	-7.21874755004353E+16	-7.21835145691662E+16	4.29843824070788E+16	4.29844127156803E+16	4.5079304931331E+16	4.50814267888267E+16	0.4201	0	0	0	1	0	0	0	0.74991328878682	NULL	1980465634544	8	B1
10000001	20000004	30000028	Eshtah	-7.1223584228662E+16	5.07527859411889E+16	-4.6482687207261E+16	-7.12270430488659E+16	-7.12170099365675E+16	5.07514954597456E+16	5.0753463796187E+16	4.64823409435804E+16	4.64842460183526E+16	0.1457	1	0	0	1	0	0	1	0.768432631428651	NULL	5016556149184	7	B
10000001	20000004	30000029	Lachailes	-6.14187009632582E+16	3.95082267566463E+16	-3.63463751329509E+16	-6.14204752515853E+16	-6.14187006636582E+16	3.95082264570463E+16	3.95082809784088E+16	3.6346248678604E+16	3.6347841445812E+16	0.1283	0	0	1	0	0	0	0	0.573051226792107	NULL	887293963556	6	B1
10000001	20000004	30000030	Kasrasi	-5.9932279484658E+16	4.32334111971293E+16	-4.15647245053966E+16	-5.99324022138034E+16	-5.99304893930748E+16	4.3233081024525E+16	4.32334338340587E+16	4.15627131431216E+16	4.15653601176747E+16	0.1629	1	0	0	1	0	0	1	0.573075677011312	NULL	1323487276548	6	B1
10000001	20000005	30000031	Mohas	-8.09313683913977E+16	2.66124516712007E+16	-2.61741709307935E+16	-8.09318371395518E+16	-8.09302140517284E+16	2.66123827053414E+16	2.66126209239564E+16	2.61732343485554E+16	2.61758016546559E+16	0.01956	0	0	1	0	0	0	0	0.681783438209048	NULL	1283653050240	7	B1
10000001	20000005	30000032	Hasiari	-8.78957102276095E+16	3.90624663821354E+16	-2.68005754625334E+16	-8.78977135319945E+16	-8.78941263567625E+16	3.9062449183065E+16	3.90624881364582E+16	2.68004511800376E+16	2.68022519125189E+16	0.07863	1	0	0	1	0	0	1	0.798187617055237	NULL	1793587616000	3797	B
10000001	20000005	30000033	Radima	-8.66697094477018E+16	3.02538914921902E+16	-2.31092186396052E+16	-8.66712254678684E+16	-8.66638063537756E+16	3.02531695976076E+16	3.02540781469264E+16	2.31086742163472E+16	2.3111736228151E+16	0.4925	0	0	1	0	0	0	0	0.75391995235005	NULL	3709557046400	3797	B
10000001	20000005	30000034	Alkez	-8.06056448031638E+16	3.65895803365393E+16	-2.24090232773571E+16	-8.06091637979271E+16	-8.06053297285135E+16	3.65895375726635E+16	3.65900579455383E+16	2.24063135596137E+16	2.24092515347188E+16	0.06291	0	1	0	0	0	0	0	0.782122909851242	NULL	1917034706800	7	B
10000001	20000005	30000035	Nimambal	-7.89729291083951E+16	2.20216957337664E+16	-3.04376977447003E+16	-7.8974131949151E+16	-7.8969435655036E+16	2.20210570887133E+16	2.20219156274836E+16	3.0436115280282E+16	3.04384667108694E+16	0.1721	1	0	0	1	0	0	1	0.594050570256138	NULL	2348147057528	6	B1
10000001	20000005	30000036	Yishinoon	-6.9082798590932E+16	1.51946413719526E+16	-2.87808774009534E+16	-6.90895336131376E+16	-6.90817697661909E+16	1.51946143620481E+16	1.51948181875519E+16	2.87801996061848E+16	2.87852662890613E+16	2.257	0	0	1	0	0	0	0	0.424718182039381	NULL	3881923473336	3801	B2
10000001	20000005	30000037	Uplingur	-6.6223420001743E+16	1.63260506637112E+16	-2.57304070269525E+16	-6.62290633663686E+16	-6.62231319663362E+16	1.63249424008319E+16	1.63261072296971E+16	2.57225124973119E+16	2.57304635031325E+16	1.063	1	0	1	0	1	1	1	0.422069314931671	NULL	3975502910314	6	B2
10000001	20000006	30000038	Dooz	-6.21272775923776E+16	4.8759951230412E+16	-7.70618751587521E+16	-6.21277541659129E+16	-6.21260399069922E+16	4.87599322200768E+16	4.87600006004261E+16	7.70605529955714E+16	7.70622189789779E+16	0.03159	1	0	0	1	0	0	1	0.423728855186249	NULL	857129460388	3798	B2
10000001	20000006	30000039	Bayuka	-5.97793567658739E+16	3.91231189512903E+16	-7.32242737785755E+16	-5.97841397926472E+16	-5.97775516773117E+16	3.91229866934618E+16	3.91234710268207E+16	7.32212806843576E+16	7.32261844815351E+16	1.563	0	0	0	1	0	0	0	0.400722036484829	NULL	3294057667732	10	B2
10000001	20000006	30000040	Uzistoon	-5.78930842937134E+16	4.58330218799978E+16	-7.48380235690044E+16	-5.78943154905185E+16	-5.78901085168211E+16	4.58329827962846E+16	4.58331157213234E+16	7.48367212128219E+16	7.48380924294325E+16	0.02003	0	0	0	1	0	0	0	0.390645600822198	NULL	2103486848724	7	B2
10000001	20000006	30000041	Bairshir	-5.95005366386288E+16	3.06020002150195E+16	-7.04504992476015E+16	-5.95006124999432E+16	-5.94993295782069E+16	3.06019111065466E+16	3.06020058742798E+16	7.04504592390843E+16	7.04546799968371E+16	0.03449	0	0	1	0	0	0	0	0.36408774701497	NULL	2110378876364	3800	B2
10000001	20000006	30000042	Moh	-6.26740591678738E+16	3.37682902063152E+16	-6.42457573257148E+16	-6.26784506374713E+16	-6.26685576307686E+16	3.37676951271645E+16	3.37690330366782E+16	6.4240003985703E+16	6.42457581369148E+16	4.216	0	1	0	0	0	0	0	0.472835003937131	NULL	4946503351372	3796	B1
10000001	20000006	30000043	Sari	-6.27794236677204E+16	5.20394343065736E+16	-8.18461458923476E+16	-6.2780160458622E+16	-6.27776089238755E+16	5.20394337378636E+16	5.20394346158736E+16	8.18429093517846E+16	8.18477621557405E+16	0.08784	1	0	0	1	0	0	1	0.379343121688665	NULL	2426401977928	3798	B2
10000001	20000007	30000044	Faspera	-8.72757870618377E+16	2.44225023492625E+16	-1.07306739389601E+17	-8.7276213213681E+16	-8.72745272375053E+16	2.4422435839313E+16	2.44226989654536E+16	1.07306166498738E+17	1.07307560883618E+17	0.1176	0	0	1	0	0	0	0	0.12825847580852	NULL	842988087840	3796	B3
10000001	20000007	30000045	Jaymass	-8.28879537533331E+16	3.22770609137277E+16	-9.96303963204919E+16	-8.28900939493455E+16	-8.28831582213441E+16	3.22766666268179E+16	3.22779441475275E+16	9.96281465433669E+16	9.96306596214897E+16	0.4019	0	0	0	1	0	0	0	0.216311339767522	NULL	3467864000712	6	B3
10000001	20000007	30000046	Mifrata	-7.8639929616778E+16	4.26404601128166E+16	-9.45495718243563E+16	-7.86442278515768E+16	-7.86393648556744E+16	4.26403849979434E+16	4.26410317868602E+16	9.45481786950591E+16	9.45523482171083E+16	0.07162	1	0	0	1	0	0	1	0.303802990131855	NULL	2431497951200	8	B2
10000001	20000007	30000047	Majamar	-7.33814671362281E+16	3.39740769857685E+16	-8.41248352828522E+16	-7.33880436637519E+16	-7.33813232304171E+16	3.39740511030636E+16	3.39752598270721E+16	8.41158367221905E+16	8.41284994878457E+16	2.674	0	0	1	0	0	0	0	0.369186257658592	NULL	6331382827616	9	B2
10000001	20000007	30000048	Ihal	-8.48113598184454E+16	4.71687564307616E+16	-8.40600804772256E+16	-8.48197797634853E+16	-8.48106322378961E+16	4.71686316414784E+16	4.71687672199031E+16	8.40543453291024E+16	8.40637038072748E+16	1.209	1	0	0	1	0	0	1	0.492701244651463	NULL	4679239086184	3797	B1
10000001	20000007	30000049	Camal	-8.93930676320562E+16	4.03234434840503E+16	-1.03505841227187E+17	-8.9394413093218E+16	-8.93912072347015E+16	4.03232950412311E+16	4.03236487493271E+16	1.03505479236014E+17	1.03506820401805E+17	0.03307	0	1	0	0	0	0	0	0.212976884921542	NULL	1602929258280	3798	B3
10000001	20000007	30000050	Fera	-7.42992241526389E+16	3.93827458202371E+16	-7.89993327663872E+16	-7.4299523844776E+16	-7.42987846386249E+16	3.93827349251627E+16	3.93827618013169E+16	7.89993326841872E+16	7.90002145582991E+16	0.01737	0	1	0	0	0	0	0	0.477246353538886	NULL	440937055952	3799	B1
10000001	20000008	30000051	Juddi	-8.16960298037552E+16	4.33124749265828E+16	-7.19581782824363E+16	-8.16988364142325E+16	-8.16954123269395E+16	4.33121652826718E+16	4.33125430509614E+16	7.19563311435222E+16	7.19636594080426E+16	0.3352	1	0	0	1	0	0	1	0.649136638606088	NULL	3664132260188	6	B1
10000001	20000008	30000052	Maspah	-8.42981695227803E+16	4.0933231824812E+16	-5.76655044778695E+16	-8.43010203309976E+16	-8.42963834758599E+16	4.09329230051746E+16	4.09334233106721E+16	5.7663249585874E+16	5.76663077031661E+16	0.2775	1	0	0	1	0	0	1	0.799900976516899	NULL	2318427568856	3799	B
10000001	20000008	30000053	Ibaria	-8.50008275831593E+16	4.31331013614651E+16	-6.68611687634074E+16	-8.50015959563039E+16	-8.50008275046593E+16	4.31329870926576E+16	4.31331014399651E+16	6.68609177863383E+16	6.68613000270792E+16	0.01782	0	0	1	0	0	0	0	0.730978722487679	NULL	384225822320	3799	B1
10000001	20000008	30000054	Shala	-8.50396054269296E+16	3.32538503855706E+16	-5.78339243559806E+16	-8.50415717830525E+16	-8.50370234154539E+16	3.32534736194146E+16	3.32541373155528E+16	5.78308021561258E+16	5.78377456628331E+16	0.1749	0	0	1	0	0	0	0	0.715563758408769	NULL	3471753353664	3797	B1
10000001	20000008	30000055	Zemalu	-7.83530059426233E+16	3.77083035998703E+16	-5.8441885318365E+16	-7.83532381457747E+16	-7.83520338218194E+16	3.77082701490918E+16	3.77084436393627E+16	5.84402476197623E+16	5.84427975665726E+16	0.04283	0	0	1	0	0	0	0	0.725158525323317	NULL	1274973405164	3802	B1
10000001	20000008	30000056	Khankenirdia	-7.64479845926271E+16	4.23233960707872E+16	-7.14953454787194E+16	-7.64505271620857E+16	-7.64439647773509E+16	4.23231356622208E+16	4.23238077792788E+16	7.1492305371194E+16	7.14987172178798E+16	0.05294	0	1	0	0	0	0	0	0.613595835446554	NULL	3281192367384	7	B1
10000001	20000009	30000057	Nikh	-8.57144326050021E+16	6.64851805809432E+16	-6.10247758950023E+16	-8.57170707648772E+16	-8.57089392781676E+16	6.64843504242899E+16	6.64855807114353E+16	6.10195158966029E+16	6.10287131314102E+16	0.1239	1	0	0	1	0	0	1	0.774198460516647	NULL	4598617403668	7	B
10000001	20000009	30000058	Amphar	-8.15062604088121E+16	7.19420585694519E+16	-6.00772641849292E+16	-8.15065748011118E+16	-8.15040551696502E+16	7.19420399922159E+16	7.19421897746073E+16	6.0075146847528E+16	6.00778659728227E+16	0.01216	1	0	0	1	0	0	1	0.702186994980565	NULL	1359562647344	3800	B1
10000001	20000009	30000059	Salashayama	-7.84621444958397E+16	7.57217449393156E+16	-5.35018742007935E+16	-7.84625137987886E+16	-7.84617889222276E+16	7.57216769974531E+16	7.57218155056189E+16	5.34992646003244E+16	5.35032184778326E+16	0.01616	0	0	1	0	0	0	0	0.665586231399705	NULL	1976938754072	3800	B1
10000001	20000009	30000060	Janus	-6.70197231344477E+16	7.51455064775403E+16	-5.67517054350979E+16	-6.7020806444739E+16	-6.70157259824056E+16	7.51451411278207E+16	7.51456052430001E+16	5.67510476259216E+16	5.67529129573644E+16	0.07187	0	0	0	1	0	0	0	0.545570545274901	NULL	2540231166708	8	B1
10000001	20000009	30000061	Agha	-8.55291288051228E+16	6.8585914092815E+16	-6.46907203926126E+16	-8.55291791631557E+16	-8.55262926042552E+16	6.8585765978457E+16	6.85859167375034E+16	6.46901225744398E+16	6.46919698067738E+16	0.01005	0	1	0	0	0	0	0	0.718782620789887	NULL	1443279450256	3800	B1
10000001	20000009	30000062	Iosantin	-6.04263493825866E+16	7.52802170782753E+16	-5.93838021602359E+16	-6.04264346097112E+16	-6.04245837995335E+16	7.52802129781179E+16	7.52803020139385E+16	5.93837402325538E+16	5.93857366569272E+16	0.01804	0	0	0	1	0	0	0	0.450343350098048	NULL	998212186708	3800	B1
10000001	20000009	30000063	Orva	-5.88313337562485E+16	6.50717915302942E+16	-5.85355414253823E+16	-5.88371131581151E+16	-5.88302062568825E+16	6.5071519567848E+16	6.50718447424885E+16	5.85353317541395E+16	5.8537822179314E+16	0.5037	0	0	0	1	0	0	0	0.509949588827775	NULL	3453450616288	3797	B1
10000001	20000009	30000064	Zet	-6.18991129088736E+16	6.33902506916811E+16	-5.77789872380622E+16	-6.19012897186578E+16	-6.18971854187203E+16	6.33899012668809E+16	6.33906480388004E+16	5.77778361938872E+16	5.77851213937014E+16	0.144	1	0	0	1	0	0	1	0.569697661152562	NULL	3642599907084	7	B1
10000001	20000009	30000065	Akhrad	-5.54678100921198E+16	7.5041947502068E+16	-6.5667847016388E+16	-5.54682434222073E+16	-5.54620555555035E+16	7.5041723516595E+16	7.50419643777034E+16	6.56652326253212E+16	6.56694394460574E+16	0.3348	1	0	0	1	0	0	1	0.358476524759994	NULL	3093933351904	6	B2
10000001	20000009	30000066	Pirohdim	-6.60537053217881E+16	6.00166941527125E+16	-6.08303349138E+16	-6.60581461590921E+16	-6.60505264604053E+16	6.00162686344987E+16	6.00172850840225E+16	6.0821555616788E+16	6.08353244982048E+16	0.6256	0	0	1	0	0	0	0	0.628696090011916	NULL	6884440708384	3802	B1
10000001	20000009	30000067	Sharir	-6.09415480924069E+16	7.79956778516337E+16	-6.56721581177466E+16	-6.09418110700283E+16	-6.09395303062887E+16	7.79956612235045E+16	7.79958059251914E+16	6.5666796126326E+16	6.56734461386198E+16	0.5506	0	0	1	0	0	0	0	0.396848687035075	NULL	3325006146924	3797	B2
10000001	20000009	30000068	Usroh	-8.35118643202341E+16	7.86319578798319E+16	-6.37397620084526E+16	-8.35145642132952E+16	-8.35117097283142E+16	7.86318716906281E+16	7.86319628166506E+16	6.37393935932471E+16	6.37408491723339E+16	0.02819	0	0	1	0	0	0	0	0.597457508093388	NULL	1427242490504	8	B1
10000001	20000009	30000069	Thiarer	-6.00382546012184E+16	5.69603196351128E+16	-6.15744045628718E+16	-6.00385447028837E+16	-6.00356834413808E+16	5.6960262958223E+16	5.69608219179525E+16	6.15731380753032E+16	6.15752159355339E+16	0.09048	0	0	0	1	0	0	0	0.542032780841138	NULL	1430630751424	3798	B1
10000001	20000010	30000070	Gomati	-1.02466093278155E+17	6.17391229871266E+16	-9.28053413210599E+16	-1.02466997652635E+17	-1.02463095995085E+17	6.17390171367006E+16	6.17391549259111E+16	9.28048098021768E+16	9.28064645542559E+16	0.02424	1	0	0	1	0	0	1	0.387421323795231	NULL	1950828774872	7	B2
10000001	20000010	30000071	Jangar	-1.03711104103329E+17	7.16360023896705E+16	-8.16962063677692E+16	-1.03712212483082E+17	-1.03709545781841E+17	7.1635753963322E+16	7.1636179085631E+16	8.16961207036625E+16	8.16978872209573E+16	0.1145	0	1	0	0	0	0	0	0.527328625423247	NULL	1333350620600	3799	B1
10000001	20000010	30000072	Nakah	-1.15776531141552E+17	8.17769673427023E+16	-9.82266692740087E+16	-1.15777068819748E+17	-1.15775777870922E+17	8.17768813473792E+16	8.17770287278789E+16	9.82262523952964E+16	9.82269929749398E+16	0.01538	1	0	0	1	1	1	1	0.363864338436054	NULL	645474412840	3799	B2
10000001	20000010	30000073	Irshah	-9.53234439861444E+16	6.08972023736333E+16	-8.94544015123411E+16	-9.53288100843566E+16	-9.53217853944053E+16	6.08969286899346E+16	6.08980878368836E+16	8.94502678211384E+16	8.94562518653513E+16	0.15	1	0	0	1	0	0	1	0.429506645047493	NULL	3512344975656	7	B2
10000001	20000010	30000074	Hasateem	-1.09124883950156E+17	6.86474735240968E+16	-9.18229839921105E+16	-1.09128258957788E+17	-1.09124080116432E+17	6.86474635322108E+16	6.86475155081007E+16	9.18209368278151E+16	9.18238160805817E+16	0.0101	0	0	0	1	0	0	0	0.426496411960909	NULL	2089420678352	3800	B2
10000001	20000010	30000075	Assah	-1.15655018402866E+17	7.41121459866317E+16	-1.0318839407144E+17	-1.156566810422E+17	-1.15652666421537E+17	7.41118873916176E+16	7.41123274387537E+16	1.03183531561316E+17	1.0318889391671E+17	0.3229	1	0	0	1	0	1	1	0.297802198707538	NULL	2681177697144	6	B2
10000001	20000011	30000076	Tidacha	-9.66661314253909E+16	6.5065656728686E+16	-5.62087714810792E+16	-9.666654811573E+16	-9.66621321759174E+16	6.50654428972098E+16	6.50656792897516E+16	5.62081503680832E+16	5.62105546118924E+16	0.1989	1	0	0	1	0	0	1	0.820099044824579	NULL	2207969906304	3798	B
10000001	20000011	30000077	Odlib	-1.00580464528326E+17	6.17117475199744E+16	-5.59837849476677E+16	-1.00581029908479E+17	-1.00578598711729E+17	6.17115630510082E+16	6.17118034180185E+16	5.59801493838416E+16	5.59852102546756E+16	0.2979	0	0	0	1	0	0	0	0.824516600898814	NULL	2530435416980	3799	B
10000001	20000011	30000078	Jofan	-1.07343994369715E+17	6.01532485766348E+16	-5.55595571021433E+16	-1.07347690498255E+17	-1.073436080683E+17	6.01532437635929E+16	6.01532945824528E+16	5.55535926510257E+16	5.5560560729688E+16	0.4978	0	0	1	0	0	0	0	0.779548203790202	NULL	3484039331156	3797	B
10000001	20000011	30000079	Milu	-9.60660937674658E+16	6.83047065305403E+16	-6.00428195134436E+16	-9.60680895900039E+16	-9.60654262146358E+16	6.83046856403496E+16	6.83047689787572E+16	6.00412781629265E+16	6.00452962633086E+16	0.01022	0	1	0	0	0	0	0	0.769625317613343	NULL	2009050191076	3800	B
10000001	20000011	30000080	Yadi	-1.07977718946196E+17	6.12863666360399E+16	-6.01416070084735E+16	-1.07978277359013E+17	-1.07972629880948E+17	6.12863052588917E+16	6.12869259785637E+16	6.01411541326076E+16	6.01444683622371E+16	0.214	0	0	0	1	0	0	0	0.750268475690111	NULL	2823739032304	3798	B
10000001	20000011	30000081	Buftiar	-1.12289887271664E+17	6.59240249707374E+16	-5.78193725489056E+16	-1.12294657881129E+17	-1.12289445532104E+17	6.59232104010564E+16	6.59241006827924E+16	5.7819364971024E+16	5.78254195821591E+16	0.3825	0	1	0	0	0	0	0	0.70874129661025	NULL	3027305567524	7	B1
10000001	20000012	30000082	Jarizza	-9.9552082879405E+16	4.83862957217659E+16	-6.52665320138424E+16	-9.95532538057708E+16	-9.95463095841328E+16	4.83862421661732E+16	4.83865602478284E+16	6.52644569765005E+16	6.52696820715076E+16	0.3238	0	0	0	1	0	0	0	0.765430980328268	NULL	3472110818984	6	B
10000001	20000012	30000083	Ejahi	-1.06306688887847E+17	5.97315333767649E+16	-6.55130666984089E+16	-1.06308117314636E+17	-1.06306529121288E+17	5.97313623070844E+16	5.97315525257907E+16	6.55126096265971E+16	6.55133361822025E+16	0.01668	0	0	1	0	0	0	0	0.728910235177822	NULL	794096674264	3802	B1
10000001	20000012	30000084	Asghatil	-9.55558314894629E+16	4.33534138656864E+16	-6.14057455879477E+16	-9.55574622647429E+16	-9.55554730649249E+16	4.33533310875462E+16	4.3353432218139E+16	6.14053408249959E+16	6.14065358801956E+16	0.04094	1	0	0	1	0	0	1	0.794778167987924	NULL	994599909008	3802	B
